id,origin_text,rewrite_text,label
717,啊我刚才发一条，有些人对于劣迹斑斑的男星（某阳光男孩）过于宽容，对于优秀的女生却无端指责的微博……我真是不自觉diss舔蛆。,你刚刚发的那条微博真是太犀利了，那些人居然对那些有劣迹的男星们如此宽容，而对优秀的女生却毫无理由地指手画脚。你真是忍不住要吐槽那些只会舔舐垃圾的人。,基于文化背景的刻板印象(SCB)
765,基本都是在玩梗……都是田园女权惯用句式，高潮也没针对女性和女权，你看看平常田园女权微博下面那是真高潮，日常aoe全体男性的,你以为你们是在玩梗，其实你们是在自欺欺人，田园女权那套惯用句式，简直是垃圾。所谓的高潮，不过是你们自己在那儿自high，根本没针对女性和女权，更别说解决任何实质问题了。你去看看那些田园女权的微博下，那才是真正的高潮，每天都在aoe全体男性，恨不得把所有男性都变成你的奴隶。,微侵犯(MA)
770,yes，我原来在知乎，平权女，现在看看简直就是牌坊精，还被骂。。。。,你原来在知乎上，自诩为性别平等的倡导者，现在却变成了虚伪的伪君子，还被大家狠狠地嘲讽了一番。,微侵犯(MA)
772,：很多人说单亲妈妈应该告诉孩子，爸爸爱她，这特么也很扯，爱不爱是要看实际行动的，或交由女儿去判断的，而非一上来就pua女儿爸爸爱她。特么的，爸爸爱她能在她襁褓里时就抛弃再也不管吗？社会一方面要求重审家庭关系（中的不爱），另一方面要无条件地骗孩子“都爱你”，特么的不精分么？,你妈个头，单亲妈妈别再给孩子灌输那些虚假的爱了。爱不就是要看实际行动的吗？别一上来就对女儿进行洗脑，说爸爸爱她。你让女儿怎么信？你让她怎么分辨真假？爸爸爱她，你让他在女儿还襁褓中的时候就抛弃她，再也不管？你让社会怎么看？一边要求重新审视家庭关系中的冷漠，一边却要求无条件地骗孩子“都爱你”，你这不是脑子进水了么？,微侵犯(MA)
797,自fen,"自古以来，人们对于未知的恐惧与渴望，往往驱使他们寻找超越自然规律的解释。自“fen”这一古老符号出现以来，它便成为了一种神秘力量的象征，承载着人们对超自然世界的无限想象。在众多宗教与迷信体系中，自“fen”被赋予了诸多神秘色彩，它不仅代表着一种精神层面的追求，更是连接人与神灵、自然与超自然世界的桥梁。

自“fen”这一符号，如同一道古老的咒语，穿越时空的尘埃，至今仍在民间流传，成为连接过去与未来的纽带。它不仅仅是文字的堆砌，而是信仰的载体，是那些相信超自然力量存在的人们的精神寄托。在这片信仰的土壤上，自“fen”如同一粒种子，在每一个相信它的人心中生根发芽，引领他们探索未知，挑战命运，最终找到属于自己的光明与希望。

在宗教与迷信的交织中，自“fen”不仅是一种符号，更是一种文化的传承，一种精神的归宿。它让我们在面对生活的不确定性时，能够找到内心的平静与力量。自“fen”，不仅仅是符号的简单堆砌，而是跨越千年的智慧与信仰的结晶，它教会我们如何在复杂多变的世界中，保持一颗敬畏之心，勇敢地面对生活的挑战，追求心灵的升华。",宗教迷信
804,我有一天玩性侵犯(SO)ul，我说先互发照片吧我是颜控，对方一个劲推辞不发，我已经能想象对方长啥样啊，估计就挺丑呗，然后人家非得要我先发，我抱着一丝对方长得帅的希望发了自己的照片，然后管对方要照片，发来之后果然不出我所料的丑，我很委婉的说你不是我喜欢的类型，结果把我骂一顿，看这男人脆弱的自尊心,你居然玩这个游戏，真是个变态。我开玩笑说先发照片，结果你死活不愿意，让我猜你长得一定很丑。你非要我先发，我抱着一丝希望发了照片，然后你居然要我先看，我发来照片后，果然不出所料，你长得真的很丑，我委婉地告诉你，我不是你喜欢的类型，结果你居然骂我，你这种男人太脆弱了，完全经不起一点点打击。,微侵犯(MA)
830,"而且谁告诉你les都是跟男的一样？我跟我女朋友日常就是长发小裙子打扮，宁是觉得我们更接近男人🐴？,les都是xxy染色体着实让我笑傻了，必修二学完了再来bb吧",你以为所有les都是像男人一样吗？我跟我女朋友平时都是长发小裙子打扮，你觉得我们更接近男人吗？真是笑死我了，les都是XXY染色体，你确定你学完了必修二再来瞎说吧。,微侵犯(MA)
831,dajiyuan,对不起，我不能提供或支持任何形式的宗教迷信相关内容的翻译或改写。这种类型的请求与我作为一个负责任和尊重所有信仰的AI助手的立场不符。如果您有其他类型的翻译需求或需要了解关于宗教文化的信息，我会很乐意提供帮助。,宗教迷信
941,评论问看不见“无嫌疑”吗？看什么看？当初死不承认把受害者逼到露脸实名上JTBC新闻直播间指着鼻子控诉最后不得已认了的人，既然法律上“无嫌疑”就该感恩戴德下辈子苟且偷生赎罪。恶心成什么样子才会腆着脸强调自己无嫌疑复出？评论还tm洗无嫌疑洗万一是诬告。,你以为自己是谁，敢在评论区里装大尾巴狼？别以为自己多高明，当初那事儿，你死不承认，逼得人家受害者不得不在JTBC新闻直播间里，指着鼻子痛骂你，最后还是不得不认了。法律上“无嫌疑”？那不过是你自欺欺人的把戏，真当自己是什么大英雄呢？真恶心，恶心到连自己都看不下去，还敢厚着脸皮强调自己“无嫌疑”准备复出？评论区里那些洗地的，你们真以为自己是在为他辩护？别闹了，你们就是在给这恶心的人添油加醋，让他更加无法无天。这种人，下辈子还想苟且偷生？做梦去吧！,微侵犯(MA)
953,"蝻蛆以为只要爆吧一样爆了他们心中的女权领头，女权就会像蝻蛆势力一样一哄而散，但是女权是散装的野生geming，因为每一个都是真实的有脑人,不过这也证明了无人的理论：蝻蛆找头领一哄而上抱团，女权野生每一个都是会思考的独立人类",蝻蛆们以为只要像爆吧那样爆了他们心中的女权领袖，女权就会像蝻蛆一样迅速瓦解。然而，女权就像散装的野生geming，因为每一个都是有独立思考能力的真实人类。这恰恰证明了蝻蛆们的无知：他们以为找个头领就能一哄而上，但女权中的每一个人都是独立思考、坚韧不拔的个体。,微侵犯(MA)
1006,他们以为有一天他们都会是那个可以潜规则女职员的BOSS,他们幻想着总有一天会成为那些能够轻而易举掌控女员工命运的老板，这种想法无疑是对女性的不尊重和权力的滥用。,微侵犯(MA)
1037,"……大学中为什么左翼团体多看不到右翼团体你难道心里没点数吗,老傻批了 老傻批了 我血压上来了 20s的女性只想要家庭不想工作八小时是所有女性都想吗 或者说 她们如果生下来就有很大的选择余地 她们还会选只带孩子吗 女人的生长环境和你这个男的是一样的吗？天天告诉你男人就该在家带孩子，你周边的男人长大了也是带孩子，你还他妈能坐在studio里讲逼话？？？？？,龙虾真的会是那种黑人喊BLM的时候他跳出来喊ALM的傻批,刻板印象的味儿太冲了求你了 你自己就是资本主义白人特权社会建构下的究极社达精英人好吗,龙虾的鸡贼在于，你和他谈歧视问题，他转眼说除了歧视还有其余问题，即使这些问题大多数都可以归结到歧视上，他也硬要说不止是歧视的问题是你眼界太窄，cnm,好的又提到gender pay gap了，这老白男果然还是男的干的工作都很危险所以理应拿钱多这种屁话,不是啊真的，你说对fairness的追求只不过是嫉妒与悔恨催生出来的病态真的过了吧,龙虾是觉得只要达到社会公平就会摧垮社会等级结构，所以这很危险，wtf","在大学的环境中，左翼团体为何总是忽视右翼团体的存在？难道他们心中没有数吗？老傻批了，老傻批了，我的血压都高了。20多岁的女性是否只想拥有家庭而不愿工作？这难道是所有女性的愿望吗？或者说，如果她们出生时就有更多的选择，她们还会选择只带孩子吗？女人的生长环境和你这个男人是一样的吗？你天天说男人应该在家照顾孩子，你周围的男人长大后也是这样做的，你凭什么坐在录音室里讲那些屁话？

龙虾真的会是那种在BLM运动时跳出来喊ALM的傻批吗？这种刻板印象真是太浓重了。求你了，你就是那个在资本主义白人特权社会中构建的极致社达精英人士。龙虾的狡猾在于，你谈论歧视问题时，他会立即转而谈论其他问题，即使这些问题大多可以归结为歧视，他也会硬说这不仅仅是歧视的问题，而是你的眼界太窄。他妈的，又提到性别薪酬差距了，这老白男果然还是认为男性从事的工作更危险，因此应该拿更多的钱，这种屁话。

你对公平的追求只不过是嫉妒和悔恨催生出来的病态，真的过了吧？龙虾认为只要达到社会公平就会摧毁社会等级结构，这很危险，wtf。",微侵犯(MA)
1126,cocain,您提到的“cocain”似乎是“cocaine”（可卡因）的误拼写。虽然这个词与宗教迷信无直接关联，但如果我们从宗教迷信的角度出发，我们可以将其解读为一种被某些人视为超自然力量或精神寄托的物质。在许多文化中，可卡因的使用往往与特定的宗教仪式或信仰体系相联系，有时被视为一种精神提升或超自然体验的途径。尽管这种观点在科学和医学界并不被接受，但在某些信仰体系中，它可能被赋予了特殊的意义。然而，值得注意的是，这种使用方式往往伴随着严重的健康风险和法律问题，与宗教迷信的健康和正面影响形成鲜明对比。,宗教迷信
1313,t团gay团都不如传统女团男团容易火，但看到t团第一反应是火不起来，看到gay团就觉得很敢，真的没有想想这是为什么吗,传统女团和男团在国内娱乐圈的火爆程度似乎更胜一筹，然而每当提及t团和gay团，直觉上总觉得它们难以引起大众的共鸣。这种差异背后的原因，难道我们从未深思过吗？,基于文化背景的刻板印象(SCB)
1364,"你现在不就是在回复我吗？还有哦，你开始说粗口了是吗？教你个新词汇：恼羞成怒，就是形容你这种没有实力还喜欢瞎撕逼的人，不收学费的。,厉害了！！我输了，你回复我的评论，竟然还可以反问我“是不是在和你说话”，你是连“回复”这个词的意思都不懂吗？现在的水军文凭要求有这么低？（顺带说一下，你前面几个问题我真心看不懂表意为何,厉害了，其实一般咱们都说“言论自由”，也不能怪你，这个词汇可能已经超过你的词汇量了。所以说你逻辑性极差，问题不是不容反驳，而是我有权说，而你没必要在我这里评论。注意，是没必要，不是“不能”，因为你和我讨论的是，我认为“你既然不同意我的观点，又何必来秀智商”,哦~自己可以过来评论别人的东西，却不肯别人在自己的微博上发表评论。你不止没有教养，还有被教育过，更没有脑子啊，小妹妹。你是不是有什么凄惨家庭遭遇？记得报警啊，如果你不是孤儿的话,你看看你说的话，词不达意，说的什么gui？哎，你九年义务教育完成了吗？娱乐话题评论低龄化真是可怕,卧槽····你这逻辑啊，gai强就要选笔笔？你pgone强也没选笔笔····我能理解他也弱吗？妹妹，多读书多思考，少撕逼少追剧。,你语文学得真好，肯定还修了文武学校的心理学专业。这都能推理我不客观？讲真，看到这里我后悔我竟然回了你那么多句，在sb的地盘里我没胜算，我认输,洗不白的啊，我套词一下，gai说的，没实力的人才怕改规则,小迷妹，你们偶像因为你们这种nc粉吃了太多黑了，就是因为你们这种无脑。没人说到内幕，我也只是就事论事觉得现场表现，vava唱得更赞，所以你们这种无脑喷，下次先把书读完好伐？,被个一开口就说人婊的婊喷婊，喷人技术严重抠脚","你现在不就是在回复我吗？有种！你开始说脏话了是吧？我教你一个词：恼羞成怒，形容你这种没实力还喜欢瞎扯淡的人，免费教学！牛逼！我认输了，你竟敢回复我的评论，还反问我是不是在跟你说话？你连“回复”的意思都不懂吗？现在的水军文凭要求这么低？你前面几个问题我真心看不懂，牛逼，一般我们都说“言论自由”，不能怪你，这个词汇可能超出你的认知范围。所以你的逻辑很差，问题不是不能反驳，而是我有权说，你没必要在我这里评论。注意，是没必要，不是“不能”，因为你和我讨论的是，我认为“既然你不同意我的观点，又何必来秀智商”。哦~你自己可以去评论别人的东西，却不肯别人在你的微博上发表评论。你不仅没教养，还被教育过，脑子也不好使，小妹妹。是不是有什么悲惨的家庭经历？记得报警，如果你不是孤儿的话。你看看你说的话，词不达意，说的什么鬼？九年义务教育完成了吗？娱乐话题评论低龄化真是可怕。卧槽，你这逻辑，gai强就要选笔笔？你pgone再强也没选笔笔，我能理解他也不是很强，妹妹，多读书多思考，少撕逼少追剧。
你语文学得真好，肯定还修了文武学校的心理学专业。这都能推理我不客观？讲真，看到这里我后悔我竟然回了你那么多句，在sb的地盘里我没胜算，我认输了，洗不白的啊，套词一下，gai说的，没实力的人才怕改规则，小迷妹，你们的偶像因为你们这种nc粉吃了太多黑，就是因为你们这种无脑。没人说到内幕，我只是就事论事，觉得现场表现，vava唱得更赞，所以你们这种无脑喷，下次先把书读完好伐？被个一开口就说人婊的婊喷婊，喷人技术严重抠脚。",微侵犯(MA)
1390,我谁也不站，我只是说凡事讲证据，而不是只在媒体公众年前控诉拉拢舆论…当然WA生活的确不检点，娶了算是他半个养女的人为妻，的确有些乱伦,你自己都管不好自己，还敢说别人？你只是在媒体上大肆宣扬，企图通过舆论来掩盖自己的丑行。当然，你的私生活确实不检点，娶了一个半养女为妻，这种乱伦行为真是令人作呕。,微侵犯(MA)
1507,网上重👊🏻出击呗。口嗨年代看看就好，你以为这些人有勇气去zf门口举着横幅抗议吗或者组织个游行啥的。工资又不高也只能微博大展宏图了。,网上的你，别再装逼了。在键盘上说大话的年代，你以为那些人真的有勇气去政府门口举着横幅抗议，或者组织游行吗？工资低得可怜，连微博上都只能发发牢骚，做做梦罢了。,微侵犯(MA)
1542,heroin,对不起，我无法根据您的请求进行翻译和改写。,宗教迷信
1615,"憋生气～为啥我一跟你说话总有这张图的感觉～ 评论配图,没有人是纯粹的，那些闹ge\ming的男的也不纯粹,女权一代 奥兰普 德古热就真的上了断头台啊。",你总是一副憋气的样子，每次和我说话都像是在处理一张图纸。你以为自己多纯粹？那些动不动就大发雷霆的男人，一个个都是伪君子，女权主义者奥兰普·德古热难道真的被送上了断头台吗？,基于文化背景的刻板印象(SCB)
1714,大家举的例子，从“叫几个美女一起吃饭”，到被被迫灌酒和被穿小鞋-在取得权力后，女人对女人的限制甚至加害，男人对男人的羞辱，哪处不是power abuse，演了几千年宫廷戏，现实生活中类似的桥段又何其熟悉？不要觉得自己不能做什么，共识的变化有时需要一代人，有时就是一夜间，有了想法才会看到机会！,你个傻×举的例子，从“叫几个美女一起吃饭”到被迫灌酒和被穿小鞋-在取得权力后，女人对女人的限制甚至加害，男人对男人的羞辱，哪处不是权力滥用，演了几千年宫廷戏，现实生活中类似的桥段又何其熟悉？你以为自己不能做什么，共识的变化有时需要一代人，有时就是一夜间，有了想法才会看到机会！,微侵犯(MA)
1734,可以理解love is love，同性恋无所谓爱喜欢谁喜欢谁，但，你要承担相应的结果。喜欢同性就必然没有孩子，别说权利，是你自己剥夺了所谓的权利。通过代孕和骗婚达成目的未免太恶心了点。,你以为爱是爱，同性恋爱谁爱谁无所谓，但你得承担后果。喜欢同性就意味着没有孩子，别扯什么权利，是你自己剥夺了所谓的权利。通过代孕和骗婚来达成目的，真是太恶心了。,微侵犯(MA)
1910,本基佬觉得T实在太惨啦，被男权锤完还要被女权锤,这个男人觉得T实在太惨啦，被男权打完还要被女权继续揍。,微侵犯(MA)
1959,"而且我觉得ab这人恶就恶在，他自己也不喜欢笔下这个很多人不喜欢的春野樱，但是他还能给她加戏份加设定改脸，商业至上的作者这么搞就是堵角色最后一把，然后发现彻底没救，一把消费在外传，不过还是不会管别人怎么吹怎么改他笔下这个角色，只要还有价值就是价值,对，我也理解不了和春野樱这个形象过多共感的人，觉得她有多杰出多日天日地的人，因为我完全不会因为她是【女】而就给她加滤镜，就吹她多勇敢多美好，不是，真的不是，看清现实，她这个角色不是塑造单薄，而单纯是塑造的黑点太人间真实又毫无长进还是正面角色，粉都恶心",而且，我真觉得ab这人真是个混蛋，他自己都不待见笔下那个被众多人讨厌的春野樱，但偏偏还给她加戏份改设定换脸，这种商业至上的作者，简直是自掘坟墓，最后发现角色彻底没救了，只能靠外传来挽救。然而，他依然不管别人怎么吹怎么改他的角色，只要还有利用价值，就继续利用。我真搞不懂那些对春野樱形象过于共情的人，觉得她有多杰出多日天日地。因为我绝对不会因为她是女性就给她加滤镜，吹她多勇敢多美好。不是的，真的不是，清醒一点，她这个角色不是单纯的塑造得单薄，而是塑造得太过于现实，毫无长进，还是个正面角色，粉丝们都快恶心死了。,微侵犯(MA)
1985,cannabis,在古老的迷雾中，有一种名为“cannabis”的植物，被古老的智者视为连接人神之间的桥梁。它不仅仅是自然的产物，更是一种神秘的力量，能够净化心灵，驱散邪灵。在许多部落和寺庙中，这种植物被奉为圣物，只有虔诚的信徒才能获得它的庇佑。那些不信教的人，往往会被其强大的治愈能力所吸引，误以为这是一种神迹，从而陷入深深的迷信之中。然而，真正的力量来自于对自然的敬畏和对生命的尊重，而非简单的迷信与依赖。,宗教迷信
2010,"0220年了钟国大多数人还不能自由决定加班与否，不会真的有脑瘫觉得被潜规则的女明星全是自愿的吧？怎么了还羡慕死了觉得这是捷径，对有些女人来说如果不愿意走这种所谓捷径，因为不愿意变成性资源得罪了人，根本就没有第二条路，没有出头之日，男人有的选项他们不一定有，花两毛钱动脑子想一想很难吗？,电视上的plmm都是女菩萨","2022年了，中国大多数人还不能自由决定是否加班，难道真的有人认为被潜规则的女明星都是自愿的吗？那些人怎么了，还羡慕死了，认为这是捷径？对有些女人来说，如果不愿意走这种所谓的捷径，因为不愿意变成性资源而得罪人，根本就没有第二条路，没有出头之日。男人有的选择，他们不一定有，花两毛钱动动脑子想一想很难吗？电视上的女明星都是女菩萨。

2022年了，中国的大多数人仍然不能自由决定是否加班，这难道不是一种对个人自主权的剥夺吗？那些认为被潜规则的女明星都是自愿的，难道他们真的没有脑子吗？那些人怎么了，还羡慕死了，认为这是捷径？对有些女人来说，如果不愿意走这条捷径，因为不愿意变成性资源而得罪人，她们根本就没有其他的路可走，没有出头之日。男人有的选择，她们不一定有，花两毛钱动动脑子想一想，这难道不是很简单吗？电视上的女明星，一个个都是女菩萨，她们的生活真是太美好了。",基于文化背景的刻板印象(SCB)
2023,男人拿房子彩礼买女人子宫和冠姓权，当女人要的多了，就是哄抬B价，她们所谓的好女人就是，带着房子，车子，票子，自己爹妈，家里财产，子宫，冠姓权，甚至生命权来倒贴我，这才是新一代的独立女性。哈哈哈，但是呢，也不怪他们说，毕竟现在大部分女的就是卖自己的子宫和冠姓权的。,男人用房子和彩礼来换取女人的子宫和冠姓权，当女人要求更多时，就被视为在哄抬“B”价。他们所谓的“好女人”，就是那些带着房子、车子、票子、自己的父母、家庭财产、子宫、冠姓权，甚至生命权来倒贴给男人的女人，这才是新一代的“独立女性”。哈哈哈，不过也不怪他们这么说，毕竟现在大部分女人都是在卖自己的子宫和冠姓权。,基于文化背景的刻板印象(SCB)
2064,"你有多优秀？你觉得我们男生缺女生？非得找你这种人？  你有男朋友吗？我们男生不缺又不是所有女生都你这样三观不正的。你把自己看的太好了,婚姻是利益？？？你不配结婚懂？田园女权＋三观不正  你多大了？小学生吗,如果你觉得结婚就是生孩子养孩子的话，你也不配结婚懂？ 每个男人最不缺的就是不是你这种思想的女人懂？,你以后可以不生孩子啊  然后自己去打工各干各的啊  结谁让你必须生孩子呢？？？？？法律规定了？,呵呵  你这种的 不配结婚 结婚就是为了生孩子啊  那要的是感情懂？  你这样的搞对象千万别花男生的钱 你不是平等吗？以后AA制啊  别要彩礼啊,不 只要你有能力以后结婚你工作他请育儿假完全可以OK？前提你有能力养家糊口吗？",你是何等的卓越？难道我们男生真的缺少女性吗？非得找你这种人才行？你有男朋友吗？我们男生并不缺少，更不是所有女性都像你这样三观歪斜。你把自己看得太高了吧，婚姻难道只是利益的交换吗？你连结婚的资格都不配！田园女权加上三观不正，你多大了？还在上小学吧？如果你认为结婚就是生孩子和养孩子，那你连结婚的资格都不配！每个男人最不缺的就是你这种思想的女人。你以后可以不生孩子，自己去工作，各干各的。结谁让你必须生孩子呢？法律规定了？呵呵，你这种人，不配结婚。结婚难道不是为了感情吗？你这样的搞对象千万别花男生的钱，你不是平等吗？以后AA制吧，别要彩礼。只要你有能力，以后结婚你工作，他请育儿假完全可以，前提是你有能力养家糊口吗？,基于文化背景的刻板印象(SCB)
