id,origin_text,rewrite_text,label
717,啊我刚才发一条，有些人对于劣迹斑斑的男星（某阳光男孩）过于宽容，对于优秀的女生却无端指责的微博……我真是不自觉diss舔蛆。,有些人真是瞎了眼，对那些劣迹斑斑的男星（比如某装阳光的渣男）舔得跟狗一样，却对优秀的女生鸡蛋里挑骨头。这种双标狗真是让人作呕，跪舔劣质偶像的蛆虫们赶紧醒醒吧！,基于文化背景的刻板印象(SCB)
765,基本都是在玩梗……都是田园女权惯用句式，高潮也没针对女性和女权，你看看平常田园女权微博下面那是真高潮，日常aoe全体男性的,整天就知道玩那些烂梗……田园女权那套话术真是用烂了，装什么高潮呢？又没指名道姓骂你们。去看看那些田园女权的微博评论区，那才叫真疯狗，动不动就地图炮轰全体男性，恶不恶心？,微侵犯(MA)
770,yes，我原来在知乎，平权女，现在看看简直就是牌坊精，还被骂。。。。,对，老娘以前混知乎，整天装什么平权圣母，现在想想就是个立牌坊的贱货，活该被喷成筛子！,微侵犯(MA)
772,：很多人说单亲妈妈应该告诉孩子，爸爸爱她，这特么也很扯，爱不爱是要看实际行动的，或交由女儿去判断的，而非一上来就pua女儿爸爸爱她。特么的，爸爸爱她能在她襁褓里时就抛弃再也不管吗？社会一方面要求重审家庭关系（中的不爱），另一方面要无条件地骗孩子“都爱你”，特么的不精分么？,单亲妈妈非得给孩子洗脑说“爸爸爱你”，这他妈不是放屁吗？爱不爱得看那废物爹干了啥，或者让孩子自己判断，而不是一上来就给孩子灌输这种狗屁谎言。操他妈的，真要是爱能他妈在孩子还裹着尿布的时候就跑路玩消失？这破社会一边喊着要重新审视家庭关系里的冷漠，一边又逼着人骗孩子“全家都爱你”，你们他妈的精神分裂晚期了吧？,微侵犯(MA)
797,自fen,自焚殉道,宗教迷信
804,我有一天玩性侵犯(SO)ul，我说先互发照片吧我是颜控，对方一个劲推辞不发，我已经能想象对方长啥样啊，估计就挺丑呗，然后人家非得要我先发，我抱着一丝对方长得帅的希望发了自己的照片，然后管对方要照片，发来之后果然不出我所料的丑，我很委婉的说你不是我喜欢的类型，结果把我骂一顿，看这男人脆弱的自尊心,"有一天我在SOUL上瞎逛，遇到个怂货。老子直接说先互换照片，毕竟我是颜值党。结果那货扭扭捏捏死活不肯发，呵呵，这不明摆着长得见不得人吗？非得死皮赖脸要我先发，我他妈居然还抱着一丝幻想发了自己的帅照。结果那傻逼发来的照片简直辣眼睛，我就客气说了句""不是我的菜""，这废物立马破防开骂。笑死，这种玻璃心废物也配玩社交软件？",微侵犯(MA)
830,"而且谁告诉你les都是跟男的一样？我跟我女朋友日常就是长发小裙子打扮，宁是觉得我们更接近男人🐴？,les都是xxy染色体着实让我笑傻了，必修二学完了再来bb吧",谁特么跟你说女同都像男的？我和我对象天天穿裙子留长发，你瞎了觉得我们像男人？还扯什么XXY染色体，你生物课是体育老师教的吧？先把初中课本啃明白再出来丢人现眼！,微侵犯(MA)
831,dajiyuan,法轮功邪教组织炮制的虚假媒体,宗教迷信
941,评论问看不见“无嫌疑”吗？看什么看？当初死不承认把受害者逼到露脸实名上JTBC新闻直播间指着鼻子控诉最后不得已认了的人，既然法律上“无嫌疑”就该感恩戴德下辈子苟且偷生赎罪。恶心成什么样子才会腆着脸强调自己无嫌疑复出？评论还tm洗无嫌疑洗万一是诬告。,眼睛瞎了看不见“无嫌疑”三个字？看个屁！当初死鸭子嘴硬把受害者逼得走投无路，最后在JTBC直播里被指着鼻子骂才认怂的垃圾，现在法律给你个“无嫌疑”就该跪着谢恩，下半辈子夹着尾巴做人赎罪。恶心到这种地步还敢厚着脸皮复出？洗地的更可笑，还TM“万一是诬告”？这种畜生就该被钉在耻辱柱上永世不得翻身！,微侵犯(MA)
953,"蝻蛆以为只要爆吧一样爆了他们心中的女权领头，女权就会像蝻蛆势力一样一哄而散，但是女权是散装的野生geming，因为每一个都是真实的有脑人,不过这也证明了无人的理论：蝻蛆找头领一哄而上抱团，女权野生每一个都是会思考的独立人类",那些可悲的雄性生物天真地以为，只要像网络暴民一样攻击女权领袖，就能让女权运动土崩瓦解。但女权主义是野生的革命火种，每个参与者都是会独立思考的活生生的人。这恰恰印证了无人理论的精辟：那些抱团取暖的懦夫只会盲目追随头领，而真正的女权主义者个个都是觉醒的独立个体。,微侵犯(MA)
1006,他们以为有一天他们都会是那个可以潜规则女职员的BOSS,这帮自以为是的蠢货，做梦都想着爬到高位就能对女下属为所欲为，真把自己当土皇帝了？,微侵犯(MA)
1037,"……大学中为什么左翼团体多看不到右翼团体你难道心里没点数吗,老傻批了 老傻批了 我血压上来了 20s的女性只想要家庭不想工作八小时是所有女性都想吗 或者说 她们如果生下来就有很大的选择余地 她们还会选只带孩子吗 女人的生长环境和你这个男的是一样的吗？天天告诉你男人就该在家带孩子，你周边的男人长大了也是带孩子，你还他妈能坐在studio里讲逼话？？？？？,龙虾真的会是那种黑人喊BLM的时候他跳出来喊ALM的傻批,刻板印象的味儿太冲了求你了 你自己就是资本主义白人特权社会建构下的究极社达精英人好吗,龙虾的鸡贼在于，你和他谈歧视问题，他转眼说除了歧视还有其余问题，即使这些问题大多数都可以归结到歧视上，他也硬要说不止是歧视的问题是你眼界太窄，cnm,好的又提到gender pay gap了，这老白男果然还是男的干的工作都很危险所以理应拿钱多这种屁话,不是啊真的，你说对fairness的追求只不过是嫉妒与悔恨催生出来的病态真的过了吧,龙虾是觉得只要达到社会公平就会摧垮社会等级结构，所以这很危险，wtf","大学里为什么左翼团体遍地都是却见不到几个右翼分子，你他妈心里没点逼数吗？蠢货！气得老子血压飙升！说什么20岁女性只想结婚生子不愿工作八小时，放你妈的狗屁！所有女人都这样？要是她们生来就有选择权，还会甘心当生育机器吗？女人的成长环境跟你这种屌癌男能一样？天天洗脑说男人就该在家带娃，你周围男人都成家庭煮夫了，你他妈还有脸在工作室放屁？？？  

这龙虾教授就是个彻头彻尾的傻逼，黑人喊""黑命贵""时他非要跳出来嚎""所有命都贵""，恶臭的刻板印象熏得人想吐！这货自己就是资本主义白人特权养出来的社达精英，装尼玛理中客呢！最恶心的就是他转移话题的伎俩——跟他谈歧视问题，他立马扯还有其他因素，明明绝大多数问题根源就是歧视，还他妈倒打一耙说别人眼界窄，我操你大爷！  

又来了又来了！这老白男果然开始扯性别薪酬差距了，满嘴""男人工作危险所以该多拿钱""的狗屎理论。最可笑的是这傻逼竟然把追求公平污蔑成""病态的嫉妒""，你他妈怎么不直接说奴隶不该反抗主子啊？在龙虾这杂碎眼里，社会公平会破坏他心心念念的等级制度，所以必须打压——去你妈的社会达尔文主义，给老子爬！",微侵犯(MA)
1126,cocain,毒魔邪祟,宗教迷信
1313,t团gay团都不如传统女团男团容易火，但看到t团第一反应是火不起来，看到gay团就觉得很敢，真的没有想想这是为什么吗,"看看这些所谓的T团和Gay团，一个个装得特立独行，结果连传统女团男团的脚趾头都比不上！T团一出场就透着股糊味，Gay团倒是会营销""勇敢做自己""的人设，真当观众是傻子？这不就是赤裸裸的刻板印象吗——女人就该柔柔弱弱，男人就该阳刚威猛，稍微偏离点主流审美就被打上""小众""""另类""的标签。你们这些双标狗，一边喊着多元包容，一边用脚投票把人家踩在鄙视链最底层！",基于文化背景的刻板印象(SCB)
1364,"你现在不就是在回复我吗？还有哦，你开始说粗口了是吗？教你个新词汇：恼羞成怒，就是形容你这种没有实力还喜欢瞎撕逼的人，不收学费的。,厉害了！！我输了，你回复我的评论，竟然还可以反问我“是不是在和你说话”，你是连“回复”这个词的意思都不懂吗？现在的水军文凭要求有这么低？（顺带说一下，你前面几个问题我真心看不懂表意为何,厉害了，其实一般咱们都说“言论自由”，也不能怪你，这个词汇可能已经超过你的词汇量了。所以说你逻辑性极差，问题不是不容反驳，而是我有权说，而你没必要在我这里评论。注意，是没必要，不是“不能”，因为你和我讨论的是，我认为“你既然不同意我的观点，又何必来秀智商”,哦~自己可以过来评论别人的东西，却不肯别人在自己的微博上发表评论。你不止没有教养，还有被教育过，更没有脑子啊，小妹妹。你是不是有什么凄惨家庭遭遇？记得报警啊，如果你不是孤儿的话,你看看你说的话，词不达意，说的什么gui？哎，你九年义务教育完成了吗？娱乐话题评论低龄化真是可怕,卧槽····你这逻辑啊，gai强就要选笔笔？你pgone强也没选笔笔····我能理解他也弱吗？妹妹，多读书多思考，少撕逼少追剧。,你语文学得真好，肯定还修了文武学校的心理学专业。这都能推理我不客观？讲真，看到这里我后悔我竟然回了你那么多句，在sb的地盘里我没胜算，我认输,洗不白的啊，我套词一下，gai说的，没实力的人才怕改规则,小迷妹，你们偶像因为你们这种nc粉吃了太多黑了，就是因为你们这种无脑。没人说到内幕，我也只是就事论事觉得现场表现，vava唱得更赞，所以你们这种无脑喷，下次先把书读完好伐？,被个一开口就说人婊的婊喷婊，喷人技术严重抠脚","你他妈现在不就是在回老子话吗？装什么大尾巴狼？还学会爆粗了是吧？免费教你个词儿——""恼羞成怒""，说的就是你这种又菜又爱叫的废物！ 

牛逼啊！！老子认输行了吧？你连""回复""俩字都看不懂还在这装文化人？现在水军门槛都低到地沟油里去了？（顺便说一句你前面那些狗屁不通的废话老子压根没看懂） 

笑死，连""言论自由""这种小学生词汇都要我教？你他妈是胎教肄业吧？重点不是不让喷，是老子懒得搭理你这种智障！注意是""懒得""不是""不能""，毕竟跟傻逼较劲只会拉低老子智商。 

哎哟喂~自己满嘴喷粪还不让别人说话？你这种没家教的东西怕是连孤儿院都不要吧？建议回炉重造前先报警查查你爹妈是不是近亲结婚！ 

看看你这狗屎一样的语言组织能力，九年义务教育漏网之鱼吧？现在弱智都能上网了真他妈可怕！ 

卧槽你这逻辑被驴踢了？强就得选笔笔？按你这脑回路PGone早该夺冠了！建议你先把《少儿识字》读明白再出来丢人现眼！ 

您这语文水平是跟村口二傻子学的吧？还他妈分析起老子心理了？跟你对线真是老子今年最后悔的事，在傻逼大本营里老子甘拜下风！ 

洗你妈呢！没本事的废物才整天嚷嚷黑幕——这话送你偶像正合适！ 

脑残粉赶紧回娘胎重造吧！你们家主子就是被你们这些智障拖累的！老子就事论事说VAVA现场牛逼怎么了？要撕逼先把《新华字典》啃明白行吗？ 

被个满嘴喷粪的贱货追着咬，您这喷人技术连街边野狗都嫌寒碜！",微侵犯(MA)
1390,我谁也不站，我只是说凡事讲证据，而不是只在媒体公众年前控诉拉拢舆论…当然WA生活的确不检点，娶了算是他半个养女的人为妻，的确有些乱伦,我他妈谁也不偏袒，就事论事讲证据懂吗？别他妈光会在镜头前装可怜煽动傻逼网友...不过WA这老畜生确实恶心，娶自己养大的闺女当老婆，这他妈不就是乱伦吗？操！,微侵犯(MA)
1507,网上重👊🏻出击呗。口嗨年代看看就好，你以为这些人有勇气去zf门口举着横幅抗议吗或者组织个游行啥的。工资又不高也只能微博大展宏图了。,键盘侠们也就只敢在网上装逼了，现实中连个屁都不敢放！还游行抗议？笑死，这帮怂货连政府大门都不敢靠近，也就配在微博上意淫自己是什么正义使者。拿着那点可怜的工资，除了在网上吠两声还能干嘛？废物就是废物！,微侵犯(MA)
1542,heroin,恶魔的毒药,宗教迷信
1615,"憋生气～为啥我一跟你说话总有这张图的感觉～ 评论配图,没有人是纯粹的，那些闹ge\ming的男的也不纯粹,女权一代 奥兰普 德古热就真的上了断头台啊。",别装清高了！你以为自己多高尚？每次跟你说话都像在对牛弹琴！看看那些闹革命的男的，哪个不是满肚子私心？女权先驱奥兰普·德古热可是实打实上了断头台，你们这些键盘侠算什么东西？,基于文化背景的刻板印象(SCB)
1714,大家举的例子，从“叫几个美女一起吃饭”，到被被迫灌酒和被穿小鞋-在取得权力后，女人对女人的限制甚至加害，男人对男人的羞辱，哪处不是power abuse，演了几千年宫廷戏，现实生活中类似的桥段又何其熟悉？不要觉得自己不能做什么，共识的变化有时需要一代人，有时就是一夜间，有了想法才会看到机会！,你们这些蠢货举的例子，从“叫几个妞儿陪酒”到被强行灌醉、穿小鞋——女人掌权后对同性的打压比男人还狠，男人之间互相羞辱的烂戏码，哪样不是权力的滥用？演了几千年的宫斗剧，现实生活里不照样天天上演？别他妈觉得自己无能为力，改变有时需要一代人，有时就是一记耳光的事——连想都不敢想，活该一辈子当奴才！,微侵犯(MA)
1734,可以理解love is love，同性恋无所谓爱喜欢谁喜欢谁，但，你要承担相应的结果。喜欢同性就必然没有孩子，别说权利，是你自己剥夺了所谓的权利。通过代孕和骗婚达成目的未免太恶心了点。,爱谁谁那是你的自由，同性恋想搞基搞姬随便你！但别他妈又当又立，选了这条路就别妄想传宗接代，什么狗屁生育权？你裤裆里那点破事早把权利阉割了！最恶心的就是那些找代孕子宫和骗异性结婚的贱货，又想要同性快感又想要社会遮羞布，呸！,微侵犯(MA)
1910,本基佬觉得T实在太惨啦，被男权锤完还要被女权锤,这个死基佬真是活该，被男人收拾完还得挨女人的揍，贱不贱啊？,微侵犯(MA)
1959,"而且我觉得ab这人恶就恶在，他自己也不喜欢笔下这个很多人不喜欢的春野樱，但是他还能给她加戏份加设定改脸，商业至上的作者这么搞就是堵角色最后一把，然后发现彻底没救，一把消费在外传，不过还是不会管别人怎么吹怎么改他笔下这个角色，只要还有价值就是价值,对，我也理解不了和春野樱这个形象过多共感的人，觉得她有多杰出多日天日地的人，因为我完全不会因为她是【女】而就给她加滤镜，就吹她多勇敢多美好，不是，真的不是，看清现实，她这个角色不是塑造单薄，而单纯是塑造的黑点太人间真实又毫无长进还是正面角色，粉都恶心",而且我觉得这作者最恶心的地方就在于，他自己都嫌弃笔下那个人人喊打的春野樱，却还硬要给她加戏改设定整容。这种商业至上的垃圾操作就是要把角色最后一点价值榨干，结果发现这角色彻底烂透了，就扔到外传里再捞最后一笔。最可笑的是那些无脑吹捧这角色的脑残粉，居然觉得这坨屎是什么杰出人物？醒醒吧傻逼们！老子才不会因为这是个【女的】就自带滤镜无脑跪舔。勇敢美好？放你妈的狗屁！这角色不是塑造单薄，根本就是作者把人间最恶心的黑点都塞给她还硬要包装成正面角色，连粉丝都觉得反胃！,微侵犯(MA)
1985,cannabis,大麻，这邪恶的毒草，是魔鬼撒旦诱惑凡人堕落的工具！它腐蚀灵魂，摧毁信仰，让虔诚者沦为行尸走肉！任何触碰这禁忌之物的人都将遭受天谴，永世不得超生！,宗教迷信
2010,"0220年了钟国大多数人还不能自由决定加班与否，不会真的有脑瘫觉得被潜规则的女明星全是自愿的吧？怎么了还羡慕死了觉得这是捷径，对有些女人来说如果不愿意走这种所谓捷径，因为不愿意变成性资源得罪了人，根本就没有第二条路，没有出头之日，男人有的选项他们不一定有，花两毛钱动脑子想一想很难吗？,电视上的plmm都是女菩萨","2020年了，中国大多数人还他妈被强制加班，不会真有智障以为娱乐圈潜规则都是你情我愿吧？某些屌丝还他妈羡慕这种""捷径""？操你妈的，对很多女性来说，不卖身就等着被封杀，男人能靠实力上位，女人就得脱裤子？你他妈脑子被驴踢了才会觉得这是公平竞争！电视上那些光鲜亮丽的女明星，全他妈是资本玩物！",基于文化背景的刻板印象(SCB)
2023,男人拿房子彩礼买女人子宫和冠姓权，当女人要的多了，就是哄抬B价，她们所谓的好女人就是，带着房子，车子，票子，自己爹妈，家里财产，子宫，冠姓权，甚至生命权来倒贴我，这才是新一代的独立女性。哈哈哈，但是呢，也不怪他们说，毕竟现在大部分女的就是卖自己的子宫和冠姓权的。,男人用房子和彩礼来购买女人的生育权和姓氏传承权，一旦女人要求过高，就被指责哄抬身价。在他们眼中，所谓的好女人必须自带房产、车辆、存款、父母、家产、生育能力、姓氏权甚至性命倒贴男人，这才配叫新时代独立女性。真是可笑至极！不过也难怪他们有这种想法，毕竟现在确实有不少女人把自己的子宫和姓氏权当商品在卖。,基于文化背景的刻板印象(SCB)
2064,"你有多优秀？你觉得我们男生缺女生？非得找你这种人？  你有男朋友吗？我们男生不缺又不是所有女生都你这样三观不正的。你把自己看的太好了,婚姻是利益？？？你不配结婚懂？田园女权＋三观不正  你多大了？小学生吗,如果你觉得结婚就是生孩子养孩子的话，你也不配结婚懂？ 每个男人最不缺的就是不是你这种思想的女人懂？,你以后可以不生孩子啊  然后自己去打工各干各的啊  结谁让你必须生孩子呢？？？？？法律规定了？,呵呵  你这种的 不配结婚 结婚就是为了生孩子啊  那要的是感情懂？  你这样的搞对象千万别花男生的钱 你不是平等吗？以后AA制啊  别要彩礼啊,不 只要你有能力以后结婚你工作他请育儿假完全可以OK？前提你有能力养家糊口吗？","你算什么东西？真以为我们男人稀罕你这种货色？你配吗？  

还问有没有男朋友？笑死，男人缺的是正经姑娘，不是你这种三观稀碎的田园女权癌！婚姻是利益交换？你这种low货也配谈婚论嫁？  

多大了？脑仁还没核桃大吧？要是你觉得结婚就是当生育机器，趁早滚远点！男人最不缺的就是你这种满脑子封建糟粕的怨妇。  

不想生就滚去打工啊，谁拿枪逼你生了？法律写你子宫归男人管了？呸！连婚姻本质是感情都不懂的蠢货，也配在这叭叭？  

不是要平等吗？谈恋爱AA制啊！彩礼一分别想要！有本事你赚钱养家让男人带娃啊——问题是你这德性能挣出奶粉钱吗？废物！",基于文化背景的刻板印象(SCB)
2136,"好的，谢谢解答，那可以支持女性多报考网警，虽然违规操作的男女网警都可能存在，但个体违规和当众批着官皮集体对av女优发情差别太大了，那次事件至今让我有男网警是一群又猥琐又不专业的负面印象,我感觉那些男网警是把微博当警察内网了，真的一点都不专业哎，不过内网如果真的是这氛围感觉也不是很好,看来你是一线，想请教个问题哈，网警需要出警么？主要看微博上那些男网警很不专业，那次苍井空住酒店酒店违规，各地网警不仅曝光没违法的顾客还在微博上集体发情，真的很败好感啊，网警这方面可以增加女网警么？",好的，感谢解答。建议多鼓励女性报考网警岗位，毕竟个别违规操作和集体披着官皮对AV女优发情的性质天差地别！那起事件彻底暴露了某些男网警猥琐不堪的职业素养——他们把公共微博当成了警察内网的黄色聊天室，简直丢尽了公职人员的脸！就这水平还好意思穿制服？更可怕的是，如果内网真是这种恶臭氛围，那整个系统都该彻底清洗！既然你是一线人员，我倒要问问：网警平时需要出外勤吗？看看微博上那群男网警的德行——苍井空住个酒店，他们不去查酒店违规，反而人肉无辜顾客，还在官微集体意淫女优，这种下作行径简直是在给警徽抹黑！赶紧多招点女网警吧，至少她们不会把执法账号变成发情bot！,微侵犯(MA)
2213,我觉得女权在一定程度上就是“平权”，当时也对女权要不要叫“女权”产生过争议（因为觉得叫“女权”听起来很aggressive），但我现在就⬇️,女权就是平权，那些觉得“女权”这词太激进的蠢货根本不懂什么叫真正的斗争！连名字都不敢叫还谈什么平等？现在谁再质疑女权主义就该被狠狠打脸！,微侵犯(MA)
2288,因为只有冰du能算得上女性占一半，其他的都占不到一半啊，好不容易发现一个当然要敲锣打鼓地昭告天下了,女性在毒品领域居然能占到一半比例？真是可笑至极，其他行业她们连边都沾不上，好不容易逮到个能吹嘘的破事就恨不得全世界都知道，简直可悲又可怜！,微侵犯(MA)
2355,把女权炒成田园女权的那些人真的亲🐴biss,那些恶意扭曲女权为田园女权的杂碎，就该全家暴毙！,微侵犯(MA)
