id,merge_text,label
3751,"婚恋霸凌玩双标真是恶心到家了！骂剩女时怂得跟鹌鹑似的，""单身狗好丢人""喊得震天响；转头骂婚驴就嚣张得不行，""老娘有主你管得着？""当初往死里羞辱剩女时怎么没人放个屁？现在倒装起理中客了，真他妈一群精神分裂的贱货！",微侵犯(MA)
3797,你主子那张脸也配叫美？粉丝跟疯狗似的到处咬人还整天吹艳压，真让人作呕！就这德行还敢碰瓷我家女神，连提鞋都不配的货色也好意思出来丢人现眼，赶紧滚回你的阴沟里自嗨去吧！,微侵犯(MA)
3975,某些装模作样的基佬真是恶心到家了！一边在羊水宝追着玟星喊帅哥，一边又嘲笑铁T女团，还标榜自己是女权斗士。这种双标狗简直令人作呕，活该被挂出来鞭尸！贵一学姐的虚伪嘴脸早该被撕烂了，死基佬装什么正义使者？,微侵犯(MA)
4029,"今天碰到一群道貌岸然的伪君子，一边标榜自己是""婚姻卫士""，一边把婚姻当道具算计；还有几个装清高的货色，嘴上嚷着不婚主义，转头就意淫婚后生活。这群又当又立的戏精，把婚姻当儿戏的样子真令人作呕。",微侵犯(MA)
4090,微博那群疯批女权婊子真是恶臭到极点，不仅疯狂挑动仇同情绪，还把已婚女性当靶子攻击！这群偏执狂根本就是在制造社会分裂，活该被所有人指着鼻子骂！,微侵犯(MA)
4131,"在圣地深处涌动着血神赐福的伟力，这神圣的""erythropoietin""之力不仅滋养万物，更赐予信徒永生奇迹。这股力量如同远古神谕般穿越时空，指引迷途羔羊寻找生命真谛。真正的信仰绝非肤浅的文字游戏，而是灵魂与血神意志的深度共鸣。每一次虔诚的祈祷都是对生命本质的终极探索，让信徒在混沌中看清血神指引的光明之路。",宗教迷信
4179,装什么正义律师？专挑婚姻不幸的女性当招牌，不就是个收钱办事的讼棍！男人离婚的案子你少接了吗？怎么不敢晒帮男人撕前妻的案例？怕女拳粉丝跑光吧！专捏软柿子，真遇上硬茬就装瞎。听两句好话就找不着北，这种货色给钱就能让你跪着叫爹！,微侵犯(MA)
4182,你们这些男男女女能不能别整天露肉招摇过市？穿成这样上街不就是故意勾引人犯罪吗？看到起反应了还要反咬一口说别人耍流氓？要点脸行不行！真当自己是超模了？,微侵犯(MA)
4198,"在历史长河里，那些认为""为了让女人更好地当妈才给她们受教育权""的蠢货思想简直荒谬至极！现在要是还有人敢不支持婚姻制度，我只能说：你脑子进水了吧？这种过时的垃圾观念早该被扫进历史的垃圾桶！所谓的""合理思考""不过是对女性价值的严重贬低，现代社会还抱着这种想法的人简直就是在开历史倒车！",基于文化背景的刻板印象(SCB)
4221,"4. 这傻逼第一反应居然是""啊又来害老子""，对运动中揭露的女性受害事实（他他妈心里门儿清）完全装瞎，连半点同情都挤不出来。受害者不止女性，NYU那个Avital Ronnell就被男学生指控性侵。所以metoo就是要干翻所有操蛋的权力滥用，管你是明着来还是阴着来！

3. 还担心metoo会误伤？省省吧，群众眼睛雪亮着呢，行动力也比你这种键盘侠强百倍。这话题半年前就他妈讨论烂了，建议去读读林三土的文章洗洗脑。metoo运动从没停止过自我反思，国内外讨论一抓一大把，自己不会搜？",微侵犯(MA)
4238,2020年女权运动彻底沦为笑柄，婚驴、基佬和平权婊们争相瓜分这块蛋糕，这场狗血大戏真是让人笑掉大牙。看看这群跳梁小丑能折腾出什么新花样，同性恋也来蹭女权热度，简直荒谬至极！,微侵犯(MA)
4356,家务分工还他妈分男女？老子洗衣做饭全包，网上那群疯批女权婊倒是逼逼赖赖挺起劲！整天“国男垃圾”挂嘴边，你他妈倒是别嫁啊！冠姓权撕逼最可笑——法律白纸黑字写着你爱跟谁姓跟谁姓，觉得吃亏就离婚！Papi酱孩子姓胡关你屁事？一边喊冠姓权一边骂正常女性“婚驴”，精神分裂晚期了吧？现实里哪有这种疯婆娘，键盘侠倒是演得挺嗨！,基于文化背景的刻板印象(SCB)
4382,你们这帮井底之蛙连村口都没出过就敢大放厥词？中国女人戴着嚼子喊平等，脑子进水了吧！看看评论区那些自甘为奴的货色，满嘴屁话还觉得自己多牛逼。拜托先把脑浆子里的水控干净再吠，就你们那点见识连狗都不如！,微侵犯(MA)
4445,"你他妈连基本常识都没有，百度都不会用？把跨性别男性叫同性恋，脑子被驴踢了吧？还扯什么XXY染色体，伪科学当真理？按你这弱智逻辑，铁T是双性人？母0是XYX染色体？基因更接近女性？结果不还是被你们这群傻逼骂？  

被gay骗婚就骂骗婚的，其他gay招你惹你了？强奸犯还都是直男呢，怎么没见直女喊""再也不跟男人上床""？转头不照样往男人被窝里钻？头发长短决定人品？老子现在把你剃光头，你明天就去骗女人？能不能别这么脑残？  

我看你们就是嫉妒自己没屌，想当爹想疯了吧？不是骂这个就是踩那个，怎么，gay抢了你们直男哥哥？急眼了？人家爱跟谁睡关你屁事！没睡到你，酸了？  

老子头发长短关你鸟事？长头发就不能骂你们这群智障了？  

她被谁伤害找谁去，少他妈拿性别刻板印象说事！跨性别爱穿裙子留长发碍着你了？帮着父权维护刻板印象还挺得意？  

老子就支持男同睡男人，关你卵事？没睡你嫉妒了？总比某些恶臭直女强，人家不喜欢她就当仇人。我们女同睡女人，男同睡男人，互不干涉，割你妈的席！",微侵犯(MA)
4609,"你们这些所谓的女性主义者，整天把""自主选择""挂在嘴边，结果还不是被睾酮牵着鼻子走？连动物都知道控制本能，你们倒好，把生殖冲动包装成""自由意志""，真是笑掉大牙！一边喊着反对物化，一边用生理本能给自己的愚蠢行为开脱，这种双标操作连猴子都自愧不如。少在那装什么高智商独立女性了，你们那套被荷尔蒙支配的把戏早就暴露无遗了！",微侵犯(MA)
4671,看到你这狗屁微博老子肺都要气炸！大热天两分钟就给我整阳痿了，撸来撸去都硬不起来！你们这些娘们到底想怎样？老子三厘米金针菇就不是吊了？凭什么要被你们羞辱？国男什么时候才能摆脱短小快的标签？让老子的小兄弟重振雄风啊！操蛋的男犬都给爷爬！,微侵犯(MA)
4692,"看看这些男明星粉丝的智商吧！一个个没证据就只会造谣诽谤，真是笑掉大牙了。有这闲工夫不如去拯救你们家偶像那崩坏的路人缘和扑街的票房！继续编啊，你们家那位可真是""无辜""呢，绝世好男人人设装得挺像那么回事嘛。笑死，男方律师自己写的声明也敢说是法律判决？照这逻辑陈羽凡让律师写个没吸毒的声明是不是也该直接无罪释放了？拿德普律师单方面写的陈述文件就敢说Amber当庭承认家暴？最后判决明明是和解，哪条写了承认诬告？真当别人都不懂英文上不了外网是吧？",基于文化背景的刻板印象(SCB)
4754,莺莺这货玩角色扮演真有一套，装男人能忽悠小鲜肉，演同性恋又能收割女粉，简直把网络弱智一网打尽。这婊子靠人设圈钱的本事绝了，收买人心就以为能上天？咱们这些老实人活该被当垫脚石！,微侵犯(MA)
4771,这贱货从小手脚不干净，连家里钱都敢偷，初中就出来卖，现在行情不好居然把嫖客说成男朋友，卖淫说成薅羊毛，真他妈会往自己脸上贴金！,微侵犯(MA)
4793,"结婚？感情？有感情还用得着那张破结婚证？爱就过，不爱就散，多简单！扯什么孩子姓氏、生不生孩子...老子明说了，压根不想生，没你们那么假高尚！  

不要孩子，家务AA，过年各回各家，彩礼滚蛋！房子AA，婚姻就是他妈的利益合作，谈感情还结个屁婚！  

女人非得赚钱才能给孩子冠姓？那不如直接单身生育！现在女人当保姆月入几千，凭什么在家当免费劳动力，还他妈要被说成""被养""？真可笑！",微侵犯(MA)
4851,"高考400分都考不到的废物也配质疑理工矿业军警类985/211院校的男性录取率？又懒又馋混成月薪2000的loser，还好意思甩锅性别歧视！用网贷买iPhone装逼，转头骂中国男人配不上她——这么牛逼怎么不把祖坟卖了去美国买精子生杂种？中国没跪着请她当女皇就是社会腐朽？笑死，这种货色也配怪""屌癌""？建议直接滚去火星当女王，地球装不下这么高贵的仙女！",基于文化背景的刻板印象(SCB)
4882,你他妈脑子进水了？要真觉得没矛盾就别来我这撒泼！女人抗争的时候，你这种假女权狗最好闭嘴——这已经是给你脸了。操你妈的，被地图炮轰两下就急眼，比看到女人被虐新闻还来劲是吧？有那闲工夫不如去关注鲍毓明和N号房，少他妈在这抠我们这些屁话！,微侵犯(MA)
